listing_id,city,neighborhood,property_type,bedrooms,bathrooms,max_guests,price_per_night,amenities,host_rating,superhost,instant_book,min_nights,nearest_transit,transit_walk_min,nearby_attraction_1,nearby_attraction_2
L0450,San Francisco,Castro,Entire home,1,1.0,2,204,Air conditioning; EV charger; Fire extinguisher; Gym access; Free parking; Pet friendly; Carbon monoxide alarm; Hot tub; BBQ grill; Pool; Hair dryer; Crib; Iron,4.99,1,1,1,24th St Mission BART,4,Ferry Building,Lombard Street
L0451,Miami,South Beach,Entire home,1,1.5,3,166,Fire extinguisher; Patio; BBQ grill; Free parking; EV charger; Hair dryer; Washer; Crib; Dishwasher; Heating; Workspace; Air conditioning; Kitchen,4.57,0,1,1,Government Center Metrorail,13,South Beach,Bayside Marketplace
L0452,Boston,Allston,Entire home,1,3.0,3,154,Heating; Smoke alarm; WiFi; Fire extinguisher; Free parking; Crib; Kitchen; Patio; Coffee maker; Gym access; Pet friendly; Carbon monoxide alarm,4.2,0,1,1,North Station,14,Freedom Trail,Boston Common
L0453,Miami,Midtown,Entire home,3,1.5,6,283,Hot tub; Coffee maker; Heating; Fire extinguisher; WiFi; Gym access; Smoke alarm; Carbon monoxide alarm; Dishwasher; Crib; Kitchen; Dryer,4.94,0,1,1,Douglas Road Metrorail,24,Wynwood Walls,Jungle Island
L0454,San Francisco,Marina District,Entire home,1,1.0,2,218,Washer; Crib; Workspace; Kitchen; Patio; Free parking; TV,4.95,1,0,3,24th St Mission BART,14,Alcatraz Island Ferry,Palace of Fine Arts
L0455,New York,SoHo,Private room,1,1.0,2,153,WiFi; Pet friendly; Iron; Crib; Workspace; Kitchen; Washer; Carbon monoxide alarm; EV charger; Hot tub,4.82,1,1,2,Columbus Circle,17,Broadway Theater District,Brooklyn Bridge
L0456,Miami,Edgewater,Entire home,1,2.0,2,181,Hot tub; Washer; Iron; Dishwasher; Hair dryer; Heating; Workspace; Patio; Free parking; Air conditioning; EV charger; Pet friendly,4.86,1,1,1,Coconut Grove Metrorail,19,Vizcaya Museum,Little Havana Walk
L0457,San Francisco,Marina District,Entire home,5,2.0,11,430,EV charger; Kitchen; Smoke alarm; Patio; Crib; Free parking; Dryer,4.61,0,1,2,Powell St BART,6,Golden Gate Bridge,Golden Gate Park
L0458,Boston,Jamaica Plain,Shared room,1,1.0,2,111,Pet friendly; Hot tub; Patio; Coffee maker; Iron; Gym access,4.67,0,1,2,Kenmore,8,Museum of Fine Arts,Newbury Street
L0459,New York,Lower East Side,Private room,1,1.0,1,151,Washer; Hair dryer; TV; Fire extinguisher; Carbon monoxide alarm; Dishwasher; Air conditioning; Coffee maker; Dryer,4.84,1,1,2,Columbus Circle,19,Broadway Theater District,Empire State Building
L0460,Chicago,Pilsen,Entire home,3,1.5,6,269,Dryer; Hair dryer; Pet friendly; Heating; BBQ grill; Pool; Washer; Carbon monoxide alarm; Free parking; Dishwasher; WiFi; Workspace; Fire extinguisher,4.69,0,1,1,Addison L,22,Magnificent Mile,Lincoln Park Zoo
L0461,Chicago,Old Town,Entire home,1,1.5,2,227,Smoke alarm; Dryer; Patio; Carbon monoxide alarm; Pet friendly; EV charger; Free parking; Pool,4.05,0,1,1,Roosevelt L,4,Wrigley Field,Navy Pier
L0462,San Francisco,Marina District,Entire home,3,2.0,6,382,Workspace; Pool; BBQ grill; Fire extinguisher; TV; Heating; Dishwasher; Patio; Washer; Kitchen; Smoke alarm; Hair dryer; Dryer; Pet friendly,4.94,1,1,1,Powell St BART,10,Golden Gate Park,Fisherman's Wharf
L0463,New York,East Village,Entire home,3,2.0,7,297,Carbon monoxide alarm; Kitchen; Patio; Heating; Hot tub; Gym access; EV charger; Coffee maker; Iron; Free parking; Workspace,4.9,0,0,7,Atlantic Ave-Barclays,25,Times Square,Central Park
L0464,Miami,Edgewater,Shared room,1,1.0,2,62,Kitchen; Gym access; Heating; EV charger; BBQ grill; Patio; Crib; Dishwasher; Pool; Dryer; TV,4.67,0,1,5,Adrienne Arsht Metromover,11,Perez Art Museum,South Beach
L0465,Miami,South Beach,Private room,1,2.0,1,118,WiFi; Fire extinguisher; Hot tub; Hair dryer; Patio; Gym access; Pool; BBQ grill; Crib; Smoke alarm; Pet friendly,4.61,0,1,3,Douglas Road Metrorail,12,Little Havana Walk,Vizcaya Museum
L0466,Boston,Jamaica Plain,Entire home,2,2.0,4,219,Heating; Air conditioning; Patio; Smoke alarm; Iron; Workspace; Dryer; BBQ grill; Free parking,4.18,0,0,1,Downtown Crossing,21,Museum of Fine Arts,Harvard Yard
L0467,Chicago,Lakeview,Shared room,1,1.0,2,61,Free parking; Air conditioning; Crib; Gym access; Smoke alarm; Hot tub,4.99,0,1,3,Fullerton L,16,Lincoln Park Zoo,Museum of Science and Industry
L0468,New York,Upper West Side,Private room,1,1.0,1,115,BBQ grill; Hot tub; WiFi; Workspace; Pool; Gym access; EV charger,4.92,1,1,2,Penn Station,11,Empire State Building,Brooklyn Bridge
L0469,Chicago,Old Town,Entire home,3,2.5,7,264,Carbon monoxide alarm; Hair dryer; Crib; Pool; Iron; Dishwasher; BBQ grill; Air conditioning; Washer,5.0,1,0,5,Roosevelt L,21,Willis Tower Skydeck,Field Museum
L0470,Chicago,River North,Entire home,2,2.0,4,141,Kitchen; Fire extinguisher; Gym access; Crib; Workspace; EV charger; Carbon monoxide alarm; Air conditioning; Dryer; WiFi; Hot tub; Pool; Dishwasher; Iron,4.69,0,0,3,Clark/Lake L,22,Chicago Riverwalk,Navy Pier
L0471,Miami,Coral Gables,Entire home,3,1.0,7,218,Iron; Pool; EV charger; Coffee maker; Carbon monoxide alarm; Washer; Dishwasher; Pet friendly; WiFi,4.03,0,1,1,Adrienne Arsht Metromover,3,Art Deco Historic District,Wynwood Walls
L0472,Chicago,Loop,Private room,1,1.0,2,130,Air conditioning; Heating; Smoke alarm; EV charger; BBQ grill; Carbon monoxide alarm; Gym access; Workspace; Washer; Patio,4.55,0,1,1,Roosevelt L,7,Wrigley Field,Magnificent Mile
L0473,New York,Upper West Side,Entire home,3,2.0,6,369,Heating; Dryer; WiFi; Coffee maker; BBQ grill; Gym access; Iron; Smoke alarm; TV; EV charger,4.54,0,1,2,Lexington Ave/59th St,14,Times Square,Empire State Building
L0474,Chicago,Loop,Entire home,3,2.5,6,279,WiFi; Gym access; Kitchen; Dishwasher; Heating; TV; EV charger; Crib; Hair dryer; Iron; Air conditioning; Patio,4.62,0,1,3,Western L (Blue),7,Art Institute of Chicago,Lincoln Park Zoo
L0475,New York,Lower East Side,Entire home,2,1.5,4,234,Hair dryer; Kitchen; Workspace; BBQ grill; Crib,4.61,0,1,3,Lexington Ave/59th St,5,Broadway Theater District,Times Square
L0476,Boston,Fenway-Kenmore,Entire home,1,2.0,3,211,Smoke alarm; Carbon monoxide alarm; Pet friendly; Air conditioning; Workspace; WiFi; Gym access; Heating; Iron; Hot tub; Pool,4.81,1,1,3,Haymarket,11,Museum of Fine Arts,MIT Campus
L0477,New York,Lower East Side,Entire home,1,1.5,2,161,Pet friendly; Coffee maker; Crib; Dryer; BBQ grill; Hair dryer; Kitchen; Free parking; Heating; Pool; Air conditioning,4.62,0,0,7,Penn Station,16,Times Square,High Line
L0478,New York,Harlem,Entire home,3,2.5,6,330,Hair dryer; Smoke alarm; Kitchen; Washer; Patio; Pool; Hot tub; Carbon monoxide alarm,3.85,0,1,2,Lexington Ave/59th St,16,High Line,Empire State Building
L0479,Boston,Jamaica Plain,Entire home,3,2.0,7,235,Air conditioning; Patio; Heating; BBQ grill; Dryer; Workspace; Pet friendly; Gym access,4.85,1,1,7,Charles/MGH,10,MIT Campus,Museum of Fine Arts
L0480,Chicago,Gold Coast,Private room,1,1.0,1,95,Heating; Pool; Kitchen; Smoke alarm; Dryer; Air conditioning,4.81,0,1,3,Chicago L (Red),8,Field Museum,Museum of Science and Industry
L0481,San Francisco,Mission District,Shared room,1,1.0,1,64,Hair dryer; Fire extinguisher; Free parking; Patio; Kitchen; Smoke alarm; EV charger,3.2,0,1,1,Civic Center BART,24,Oracle Park,Fisherman's Wharf
L0482,Boston,Seaport,Shared room,1,1.0,2,149,Dishwasher; Iron; Kitchen; Heating; Air conditioning; Carbon monoxide alarm; Coffee maker,4.52,0,0,5,Charles/MGH,2,Boston Common,New England Aquarium
L0483,Chicago,Wicker Park,Private room,1,2.0,1,153,EV charger; Patio; Smoke alarm; TV; Gym access; BBQ grill; Fire extinguisher; Pool; Workspace; Crib; Washer; Dryer,4.14,0,1,7,Merchandise Mart L,12,Navy Pier,Lincoln Park Zoo
L0484,Boston,North End,Entire home,1,2.5,2,200,Crib; Dishwasher; Pool; Smoke alarm; Washer; Hair dryer; Free parking; Patio; Carbon monoxide alarm; Fire extinguisher; Pet friendly,4.63,0,1,1,Copley,16,Museum of Fine Arts,New England Aquarium
L0485,Boston,Seaport,Private room,1,2.0,2,80,Hair dryer; Patio; TV; Free parking; Smoke alarm; Washer; Workspace; Heating; Fire extinguisher; EV charger; Carbon monoxide alarm,4.63,0,1,1,Haymarket,11,Faneuil Hall,MIT Campus
L0486,Boston,Allston,Shared room,1,1.0,1,64,Washer; Patio; Smoke alarm; EV charger; Free parking; Pet friendly; Carbon monoxide alarm; Iron; Fire extinguisher; Heating; Dishwasher; Hair dryer; Air conditioning; Pool,4.35,0,0,7,Back Bay Station,14,Newbury Street,Boston Public Garden
L0487,New York,Upper West Side,Entire home,2,3.0,4,299,Hair dryer; Gym access; Iron; EV charger; Fire extinguisher; Workspace,4.68,0,1,1,14th St-Union Sq,16,High Line,Statue of Liberty Ferry
L0488,Chicago,Gold Coast,Entire home,5,2.0,10,409,Fire extinguisher; Heating; Kitchen; Washer; Smoke alarm; Workspace; Gym access,4.98,0,1,5,Merchandise Mart L,7,Millennium Park,Magnificent Mile
L0489,New York,Upper West Side,Entire home,1,2.0,3,286,Patio; Iron; TV; Air conditioning; Hair dryer; Workspace; WiFi; Carbon monoxide alarm,4.68,0,1,1,Union Square,10,High Line,Empire State Building
L0490,Boston,Fenway-Kenmore,Entire home,2,1.5,4,266,BBQ grill; Air conditioning; Iron; Dishwasher; Kitchen; Washer; WiFi; Patio; TV; Free parking; Heating; Pool,4.67,0,1,1,North Station,11,MIT Campus,Museum of Fine Arts
L0491,San Francisco,SOMA,Shared room,1,1.0,1,83,BBQ grill; Iron; Coffee maker; Heating; WiFi; Washer,4.23,0,0,3,16th St Mission BART,8,Alcatraz Island Ferry,Pier 39
L0492,San Francisco,North Beach,Entire home,1,2.0,3,279,BBQ grill; Heating; Gym access; Crib; Kitchen; Washer; Free parking; Air conditioning; Dryer; Pet friendly,4.56,0,1,3,16th St Mission BART,2,Chinatown,Golden Gate Park
L0493,Miami,Midtown,Entire home,1,1.0,2,186,Hot tub; Washer; Dishwasher; EV charger; Free parking; Heating; Air conditioning; Gym access,4.88,1,1,5,Coconut Grove Metrorail,20,Bayside Marketplace,Vizcaya Museum
L0494,Boston,Charlestown,Entire home,3,3.0,7,254,Air conditioning; Kitchen; Pet friendly; Workspace; Hair dryer; Crib; Carbon monoxide alarm,4.95,0,0,2,Harvard,15,Museum of Fine Arts,Fenway Park
L0495,San Francisco,Sunset District,Entire home,3,1.5,7,234,Pool; EV charger; Dryer; Kitchen; Hair dryer; Carbon monoxide alarm; Fire extinguisher; Dishwasher,4.53,0,0,5,24th St Mission BART,23,Pier 39,Oracle Park
L0496,San Francisco,Nob Hill,Entire home,1,1.5,3,221,Washer; EV charger; Dryer; Free parking; Heating; WiFi; Smoke alarm,4.56,0,1,1,Balboa Park BART,7,Lombard Street,Chinatown
L0497,Chicago,Gold Coast,Entire home,2,2.5,5,324,Iron; Crib; Workspace; Gym access; TV; Washer,4.83,0,1,3,Belmont L,13,Chicago Riverwalk,Willis Tower Skydeck
L0498,Chicago,Loop,Shared room,1,1.0,2,106,Crib; Washer; Hair dryer; EV charger; Workspace; Air conditioning; WiFi; Fire extinguisher; BBQ grill; Free parking,4.63,0,1,2,Belmont L,8,Museum of Science and Industry,Willis Tower Skydeck
L0499,Chicago,Hyde Park,Entire home,1,1.0,3,134,Gym access; Pool; Crib; Workspace; EV charger; Patio; WiFi; Iron; Heating; Free parking; Smoke alarm; Air conditioning; TV; Dryer,4.95,1,0,2,Chicago L (Red),13,Chicago Riverwalk,Wrigley Field
L0500,Boston,Back Bay,Entire home,2,2.0,4,223,Workspace; Iron; Gym access; Dishwasher; Free parking; BBQ grill; Heating; TV; Kitchen; Hair dryer,4.64,0,1,1,South Station,13,Boston Public Garden,MIT Campus
L0501,New York,Midtown Manhattan,Entire home,3,1.5,7,311,Dishwasher; Dryer; Gym access; Fire extinguisher; Iron; Heating; Hot tub; Patio; Pet friendly; EV charger; Hair dryer,4.51,0,1,2,Lexington Ave/59th St,12,Brooklyn Bridge,Empire State Building
L0502,Miami,Edgewater,Entire home,3,2.0,7,241,Kitchen; Patio; TV; Iron; EV charger; Gym access; Pet friendly; Coffee maker; Dishwasher; Hair dryer; Fire extinguisher; Carbon monoxide alarm; Air conditioning; Pool,4.64,0,1,2,Brickell Metrorail,23,Vizcaya Museum,Bayside Marketplace
L0503,Miami,Design District,Entire home,2,2.0,5,234,Free parking; Fire extinguisher; Dryer; Heating; Hot tub; Pool,4.55,0,1,7,Vizcaya Metrorail,3,Key Biscayne Beach,South Beach
L0504,Boston,Charlestown,Entire home,2,2.0,5,216,Workspace; WiFi; BBQ grill; Carbon monoxide alarm; Dishwasher; Air conditioning; Kitchen; Free parking; Gym access,4.9,1,1,2,South Station,8,Museum of Fine Arts,Fenway Park
L0505,Chicago,Lakeview,Entire home,2,2.0,4,245,Iron; Hot tub; Smoke alarm; Heating; TV; Fire extinguisher; WiFi; EV charger,4.82,1,1,5,Grand L (Red),24,Lincoln Park Zoo,Magnificent Mile
L0506,Boston,Seaport,Entire home,2,1.0,4,215,Free parking; Coffee maker; WiFi; TV; BBQ grill; Pet friendly; Dryer; Iron; EV charger,4.65,0,1,3,Copley,24,New England Aquarium,Harvard Yard
L0507,Boston,Beacon Hill,Shared room,1,1.0,1,123,Hot tub; WiFi; TV; Fire extinguisher; Smoke alarm,4.69,0,1,2,Haymarket,24,Freedom Trail,Fenway Park
L0508,New York,Astoria,Entire home,4,1.5,9,301,Heating; Patio; BBQ grill; WiFi; Workspace; Dryer; Crib; Pet friendly,4.81,1,1,3,Grand Central,16,Rockefeller Center,Chelsea Market
L0509,New York,Midtown Manhattan,Entire home,2,1.5,4,280,Hot tub; Crib; TV; Workspace; Free parking; Pet friendly,4.81,0,1,3,Times Sq-42nd St,15,Empire State Building,High Line
L0510,New York,Astoria,Entire home,1,1.5,3,217,BBQ grill; Hair dryer; Dishwasher; Pet friendly; Washer; Iron; Crib; Carbon monoxide alarm; Dryer; TV,4.68,0,1,1,Columbus Circle,10,Statue of Liberty Ferry,High Line
L0511,San Francisco,Haight-Ashbury,Entire home,4,2.0,9,372,Iron; Coffee maker; Patio; Washer; Gym access,4.88,0,0,2,24th St Mission BART,13,Alcatraz Island Ferry,Chinatown
L0512,Chicago,Lincoln Park,Entire home,4,2.0,8,320,Workspace; Heating; Iron; Hair dryer; Dishwasher; Smoke alarm; Coffee maker; EV charger; Pool; TV,4.18,0,0,5,Roosevelt L,17,Art Institute of Chicago,Wrigley Field
L0513,Chicago,Wicker Park,Entire home,1,1.0,3,130,Patio; Heating; Free parking; WiFi; Pet friendly; Gym access; TV; Crib; BBQ grill; Air conditioning; Carbon monoxide alarm; Smoke alarm; Iron,4.58,0,1,2,Chicago L (Red),4,Chicago Riverwalk,Art Institute of Chicago
L0514,San Francisco,Nob Hill,Shared room,1,1.0,2,126,Kitchen; BBQ grill; Workspace; Pet friendly; Crib; Iron; Hair dryer; WiFi; Hot tub; Dishwasher; Pool; Smoke alarm; Free parking; Gym access,4.88,0,0,2,16th St Mission BART,11,Ferry Building,Lombard Street
L0515,Chicago,Wicker Park,Entire home,1,2.5,2,183,Kitchen; Iron; TV; Dishwasher; Fire extinguisher; Free parking; Carbon monoxide alarm; Heating; WiFi; Crib; Air conditioning; BBQ grill,4.88,0,0,1,Clark/Lake L,23,Chicago Riverwalk,Art Institute of Chicago
L0516,New York,Lower East Side,Entire home,1,1.5,2,183,Iron; Carbon monoxide alarm; Heating; Washer; Air conditioning; Free parking; Workspace; Dishwasher; Pool; WiFi; EV charger; Smoke alarm; Hair dryer; Pet friendly,4.64,0,1,5,Union Square,18,Central Park,Statue of Liberty Ferry
L0517,New York,East Village,Private room,1,1.0,1,173,Workspace; Hair dryer; Carbon monoxide alarm; WiFi; Coffee maker; Crib; Dishwasher; Heating; BBQ grill; Pool; Patio; Washer,4.69,0,1,7,Columbus Circle,13,Museum of Modern Art,Times Square
L0518,Boston,Beacon Hill,Entire home,1,2.0,2,180,Hair dryer; Dishwasher; Hot tub; Workspace; Air conditioning; Dryer; Carbon monoxide alarm; Heating; Kitchen; Coffee maker; Fire extinguisher; Gym access; Washer,4.5,0,0,2,Kenmore,17,New England Aquarium,Fenway Park
L0519,Boston,North End,Private room,1,1.0,1,74,Dryer; Smoke alarm; Dishwasher; Patio; BBQ grill; Air conditioning,5.0,1,1,5,Kenmore,15,Boston Public Garden,Boston Common
L0520,San Francisco,Pacific Heights,Entire home,2,2.0,4,277,WiFi; Free parking; BBQ grill; Hair dryer; Smoke alarm; Fire extinguisher; Pool; Washer; Workspace; TV; Gym access,3.54,0,0,2,Castro Muni,22,Alcatraz Island Ferry,Golden Gate Park
L0521,Boston,Back Bay,Entire home,2,1.0,5,197,Workspace; Coffee maker; Pet friendly; Smoke alarm; EV charger; Dishwasher; Washer; BBQ grill; Iron,4.55,0,1,2,Harvard,16,Harvard Yard,Newbury Street
L0522,Boston,North End,Entire home,4,2.0,9,365,Iron; Coffee maker; BBQ grill; Carbon monoxide alarm; Hot tub; Gym access; Patio; Free parking,4.64,0,1,2,Haymarket,22,Boston Common,Harvard Yard
L0523,Boston,Beacon Hill,Entire home,3,1.0,6,262,Patio; Workspace; Hair dryer; Pool; Smoke alarm; Crib; Hot tub,4.88,1,0,1,Haymarket,12,Harvard Yard,Boston Common
L0524,San Francisco,Sunset District,Entire home,4,2.0,9,276,Free parking; Hot tub; Kitchen; Carbon monoxide alarm; Workspace; Heating; Gym access; Patio; Smoke alarm; Dryer; BBQ grill,4.03,0,0,7,Civic Center BART,7,Lombard Street,Golden Gate Bridge
L0525,Miami,Little Havana,Entire home,4,2.0,8,320,Carbon monoxide alarm; Pool; Crib; BBQ grill; Gym access; EV charger; Hot tub; Hair dryer; Patio,4.69,0,0,7,Coconut Grove Metrorail,2,Everglades Day Trip,Art Deco Historic District
L0526,New York,Park Slope,Entire home,3,3.0,7,259,Carbon monoxide alarm; Pool; Crib; Fire extinguisher; Gym access; Dryer; EV charger; BBQ grill,4.67,0,0,2,Atlantic Ave-Barclays,5,Empire State Building,Statue of Liberty Ferry
L0527,Miami,Downtown Miami,Private room,1,2.0,2,130,Free parking; BBQ grill; Workspace; Carbon monoxide alarm; Coffee maker; Iron; EV charger; WiFi; Crib,4.62,0,1,1,Wynwood Trolley Stop,14,Jungle Island,Bayside Marketplace
L0528,San Francisco,Marina District,Entire home,2,2.0,4,236,WiFi; BBQ grill; EV charger; Pool; Air conditioning; Fire extinguisher; Pet friendly; Smoke alarm; Hair dryer; Dryer; Free parking; Dishwasher,4.87,1,1,1,Balboa Park BART,11,Palace of Fine Arts,Pier 39
L0529,Chicago,Pilsen,Shared room,1,1.0,1,122,Air conditioning; Crib; Dryer; Pet friendly; Gym access; Dishwasher; Kitchen; Hot tub,4.06,0,1,2,Chicago L (Red),13,Wrigley Field,Lincoln Park Zoo
L0530,Chicago,Wicker Park,Private room,1,1.0,1,110,TV; Dishwasher; Workspace; Carbon monoxide alarm; Dryer; Pool; WiFi,4.91,1,1,3,Belmont L,14,Art Institute of Chicago,Navy Pier
L0531,Boston,Charlestown,Private room,1,1.0,1,123,Coffee maker; Kitchen; Smoke alarm; Washer; Dryer,4.61,0,1,3,Park Street,12,Boston Common,MIT Campus
L0532,Boston,South End,Entire home,3,1.0,7,263,Fire extinguisher; Coffee maker; Workspace; Smoke alarm; Dishwasher; Gym access; Patio; Crib; Pet friendly,4.58,0,0,1,Charles/MGH,10,Newbury Street,New England Aquarium
L0533,Chicago,Hyde Park,Entire home,1,3.0,3,163,WiFi; Free parking; Carbon monoxide alarm; Patio; Washer; Fire extinguisher; Gym access; TV,4.58,0,1,2,Addison L,8,Millennium Park,Wrigley Field
L0534,Miami,South Beach,Private room,1,1.0,1,132,Hair dryer; Fire extinguisher; Smoke alarm; Patio; Carbon monoxide alarm,4.02,0,1,1,Brickell Metrorail,14,Art Deco Historic District,Everglades Day Trip
L0535,Chicago,Loop,Entire home,5,1.0,11,236,WiFi; Fire extinguisher; Smoke alarm; Iron; Gym access; Crib; Hair dryer; Patio; TV; Dryer,4.9,1,0,7,Clark/Lake L,19,Field Museum,Art Institute of Chicago
L0536,Boston,Allston,Entire home,3,1.5,7,240,Air conditioning; Gym access; Smoke alarm; Hot tub; BBQ grill; Pool; Kitchen; Dishwasher,4.66,0,1,7,Downtown Crossing,2,Boston Common,MIT Campus
L0537,Boston,Back Bay,Entire home,1,1.0,3,216,BBQ grill; Workspace; Heating; Air conditioning; Fire extinguisher; Iron; Hair dryer,4.65,0,1,3,Copley,24,MIT Campus,Newbury Street
L0538,Chicago,Pilsen,Entire home,2,2.0,4,273,Carbon monoxide alarm; Workspace; Hot tub; Iron; Coffee maker,4.12,0,1,5,Jackson L,12,Magnificent Mile,Millennium Park
L0539,Boston,Cambridge,Entire home,4,3.0,9,273,Air conditioning; Pool; Dryer; Gym access; Workspace; Pet friendly; Iron; Kitchen; Carbon monoxide alarm,4.69,0,1,7,North Station,19,Boston Common,Museum of Fine Arts
L0540,Miami,Midtown,Private room,1,1.0,2,153,Pool; Gym access; Dryer; Iron; BBQ grill; Patio; Smoke alarm; Air conditioning; Heating,4.99,0,0,1,Brickell Metrorail,4,South Beach,Bayside Marketplace
L0541,Boston,Back Bay,Private room,1,1.0,2,163,Air conditioning; Kitchen; Dryer; TV; Iron; Heating; Crib; Pet friendly; Dishwasher; Patio; WiFi; EV charger; Coffee maker; Free parking,4.21,0,1,1,Copley,5,Newbury Street,MIT Campus
L0542,Chicago,Wicker Park,Entire home,3,2.0,6,232,BBQ grill; Dryer; Workspace; Fire extinguisher; Hair dryer; Coffee maker; TV; Dishwasher; Smoke alarm; Free parking,4.18,0,0,1,Belmont L,19,Wrigley Field,Magnificent Mile
L0543,Miami,Brickell,Private room,1,2.0,1,100,Crib; Workspace; Carbon monoxide alarm; BBQ grill; Heating; Dishwasher; TV; Free parking,4.97,1,1,2,Dadeland South Metrorail,15,Art Deco Historic District,Vizcaya Museum
L0544,Miami,Design District,Entire home,1,1.5,3,227,Crib; Dryer; WiFi; Pet friendly; Hot tub; Carbon monoxide alarm; Air conditioning; Workspace; Iron; Dishwasher; BBQ grill; Fire extinguisher; Heating; Gym access,4.93,0,1,2,Adrienne Arsht Metromover,12,Little Havana Walk,Bayside Marketplace
L0545,New York,SoHo,Shared room,1,1.0,1,63,Hot tub; Coffee maker; Smoke alarm; Crib; EV charger; Free parking; Carbon monoxide alarm; Kitchen; Fire extinguisher; Hair dryer; TV; Pet friendly; Washer,4.01,0,1,7,Jay St-MetroTech,25,Rockefeller Center,Central Park
L0546,Chicago,Old Town,Private room,1,1.0,1,149,Patio; Kitchen; Pool; EV charger; Hot tub; Smoke alarm; Gym access; WiFi; BBQ grill,4.69,0,1,1,Clark/Lake L,8,Chicago Riverwalk,Willis Tower Skydeck
L0547,San Francisco,North Beach,Entire home,1,3.0,2,161,Smoke alarm; Dishwasher; Iron; Dryer; Crib; Free parking; WiFi; Carbon monoxide alarm,4.85,0,1,1,16th St Mission BART,10,Chinatown,Oracle Park
L0548,Miami,Little Havana,Entire home,1,1.0,3,177,Crib; Dishwasher; Patio; Air conditioning; BBQ grill; Washer; Heating; WiFi; Pool; Kitchen; Smoke alarm; Carbon monoxide alarm; EV charger,4.31,0,1,3,Coconut Grove Metrorail,5,Jungle Island,Art Deco Historic District
L0549,San Francisco,Castro,Entire home,1,2.5,3,252,Air conditioning; Dryer; Washer; Iron; Crib; Coffee maker,4.65,0,1,1,Castro Muni,7,Lombard Street,Golden Gate Bridge
L0550,Boston,Seaport,Entire home,2,2.0,4,241,BBQ grill; Workspace; Dishwasher; Fire extinguisher; Smoke alarm; Iron; Hair dryer; Free parking,4.63,0,0,7,Park Street,3,Faneuil Hall,Fenway Park
L0551,Miami,Wynwood,Private room,1,1.0,1,85,Pet friendly; Iron; Heating; Gym access; Kitchen; Crib; Pool; TV; Carbon monoxide alarm; Washer; WiFi; Patio; Workspace,4.97,0,1,1,Civic Center Metrorail,15,Vizcaya Museum,Art Deco Historic District
L0552,San Francisco,SOMA,Entire home,1,3.0,3,206,Washer; Coffee maker; Gym access; BBQ grill; Heating; Hair dryer,4.05,0,0,1,16th St Mission BART,5,Golden Gate Park,Pier 39
L0553,Chicago,Pilsen,Entire home,3,2.0,7,294,Kitchen; TV; Carbon monoxide alarm; Air conditioning; Iron; Hot tub; Pet friendly; Washer; Patio; Dishwasher; Crib,4.85,1,1,1,Clark/Lake L,5,Chicago Riverwalk,Millennium Park
L0554,Boston,South End,Entire home,4,2.0,8,319,Workspace; Free parking; Pet friendly; Crib; Washer,4.85,0,1,2,Kenmore,17,Boston Public Garden,Faneuil Hall
L0555,Boston,Back Bay,Entire home,1,2.0,2,200,Carbon monoxide alarm; EV charger; TV; Hot tub; Pool; Heating; Pet friendly; Patio; Workspace; WiFi; Kitchen; Free parking; BBQ grill; Crib,4.85,1,1,3,Downtown Crossing,16,Newbury Street,Boston Common
L0556,New York,Chelsea,Private room,1,1.0,2,159,WiFi; Patio; Free parking; Heating; Pet friendly; Carbon monoxide alarm; Crib; Iron; BBQ grill; Pool; Air conditioning; EV charger; Hair dryer; Coffee maker,4.93,1,1,2,Grand Central,21,Statue of Liberty Ferry,Rockefeller Center
L0557,Boston,Jamaica Plain,Entire home,4,1.5,9,244,Pet friendly; Fire extinguisher; Coffee maker; TV; Free parking,4.89,1,1,2,North Station,5,MIT Campus,Boston Common
L0558,Boston,Jamaica Plain,Private room,1,2.0,2,130,Hot tub; Dryer; Workspace; Pool; Fire extinguisher; Washer; WiFi; Patio; BBQ grill; Free parking; Heating,4.82,1,1,3,Charles/MGH,13,Boston Common,Freedom Trail
L0559,New York,East Village,Shared room,1,1.0,1,75,Gym access; EV charger; Coffee maker; Dryer; Workspace; BBQ grill; WiFi; Washer; Dishwasher; Patio; Smoke alarm; Hair dryer; Hot tub,4.56,0,1,2,Columbus Circle,14,Central Park,Broadway Theater District
L0560,Miami,Midtown,Shared room,1,1.0,2,129,Gym access; Free parking; Pool; Iron; Kitchen; Patio; Hair dryer; Workspace; BBQ grill; Hot tub; Dryer; Coffee maker,4.85,1,1,2,Vizcaya Metrorail,11,Key Biscayne Beach,South Beach
L0561,New York,East Village,Entire home,5,2.0,10,344,Hot tub; WiFi; EV charger; Carbon monoxide alarm; Heating,4.62,0,1,1,Atlantic Ave-Barclays,15,Rockefeller Center,Empire State Building
L0562,San Francisco,Richmond District,Private room,1,2.0,1,165,Free parking; Carbon monoxide alarm; Iron; Heating; Air conditioning; Coffee maker; Pool; Hot tub; WiFi; Pet friendly; Hair dryer; Dryer,4.63,0,1,5,24th St Mission BART,17,Oracle Park,Alcatraz Island Ferry
L0563,Boston,Back Bay,Entire home,1,2.5,2,141,Gym access; Washer; Kitchen; Heating; Free parking; Hair dryer; TV; Carbon monoxide alarm,4.84,1,0,3,Kenmore,16,Boston Common,Boston Public Garden
